image_id,source_question,source_answer,reason,proposed_label
img_0001.jpg,What is ahead according to the traffic sign?,Barrier,unsupported_or_ambiguous_identity_answer,
img_0002.jpg,What does this traffic sign indicate?,Barrier,unsupported_or_ambiguous_identity_answer,
img_0005.jpg,What does this traffic sign indicate?,Bend,unsupported_or_ambiguous_identity_answer,
img_0006.jpg,,,no_direct_identity_question,
img_0007.jpg,,,no_direct_identity_question,
img_0008.jpg,,,no_direct_identity_question,
img_0009.jpg,,,no_direct_identity_question,
img_0010.jpg,,,no_direct_identity_question,
img_0012.jpg,,,no_direct_identity_question,
img_0013.jpg,,,no_direct_identity_question,
img_0014.jpg,What does this traffic sign indicate?,Start of Dual Carriageway,unsupported_or_ambiguous_identity_answer,
img_0015.jpg,,,no_direct_identity_question,
img_0016.jpg,,,no_direct_identity_question,
img_0019.jpg,,,no_direct_identity_question,
img_0020.jpg,What does a red triangle traffic signal with a cross mean?,Crossroad,unsupported_or_ambiguous_identity_answer,
img_0022.jpg,what does this traffic sign indicate?,Side road left,class_below_viability_threshold,side_road_left
img_0023.jpg,,,no_direct_identity_question,
img_0024.jpg,,,no_direct_identity_question,
img_0025.jpg,,,no_direct_identity_question,
img_0026.jpg,,,no_direct_identity_question,
img_0027.jpg,,,no_direct_identity_question,
img_0028.jpg,,,no_direct_identity_question,
img_0029.jpg,,,no_direct_identity_question,
img_0030.jpg,,,no_direct_identity_question,
img_0031.jpg,,,no_direct_identity_question,
img_0033.jpg,,,no_direct_identity_question,
img_0034.jpg,,,no_direct_identity_question,
img_0036.jpg,,,no_direct_identity_question,
img_0039.jpg,,,no_direct_identity_question,
img_0040.jpg,,,no_direct_identity_question,
img_0041.jpg,,,no_direct_identity_question,
img_0042.jpg,,,no_direct_identity_question,
img_0043.jpg,,,no_direct_identity_question,
img_0045.jpg,,,no_direct_identity_question,
img_0046.jpg,,,no_direct_identity_question,
img_0047.jpg,,,no_direct_identity_question,
img_0048.jpg,,,no_direct_identity_question,
img_0052.jpg,What does this traffic sign indicate?,End of Dual Carriageway,unsupported_or_ambiguous_identity_answer,
img_0053.jpg,What does this traffic sign indicate?,End of Dual Carriageway,unsupported_or_ambiguous_identity_answer,
img_0055.jpg,,,no_direct_identity_question,
img_0058.jpg,What does this traffic sign indicate?,Junction,unsupported_or_ambiguous_identity_answer,
img_0059.jpg,,,no_direct_identity_question,
img_0060.jpg,,,no_direct_identity_question,
img_0061.jpg,,,no_direct_identity_question,
img_0062.jpg,,,no_direct_identity_question,
img_0065.jpg,What does this traffic sign indicate?,Toilets and Drinking Water facilities ahead,unsupported_or_ambiguous_identity_answer,
img_0069.jpg,What does this traffic sign indicate?,Toilets and Drinking Water facilities ahead,unsupported_or_ambiguous_identity_answer,
img_0070.jpg,What does this traffic sign indicate?,Toilets and Drinking Water facilities ahead,unsupported_or_ambiguous_identity_answer,
img_0074.jpg,What does this traffic sign indicate?,Toilet Facility ahead,unsupported_or_ambiguous_identity_answer,
img_0075.jpg,What does this traffic sign indicate?,Toilet Facility ahead,unsupported_or_ambiguous_identity_answer,
img_0080.jpg,What does this traffic sign indicate?,Entry,unsupported_or_ambiguous_identity_answer,
img_0081.jpg,What does this traffic sign indicate?,Entry,unsupported_or_ambiguous_identity_answer,
img_0082.jpg,,,no_direct_identity_question,
img_0083.jpg,what does this traffic sign indicate?,Speed Limit,class_below_viability_threshold,maximum_speed_limit_65_km_h
img_0089.jpg,what does this traffic sign indicate?,Speed Limit,class_below_viability_threshold,maximum_speed_limit_65_km_h
img_0090.jpg,,,no_direct_identity_question,
img_0092.jpg,What does this traffic sign indicate?,Dircetion,unsupported_or_ambiguous_identity_answer,
img_0093.jpg,What does this traffic sign indicate?,Dircetion,unsupported_or_ambiguous_identity_answer,
img_0095.jpg,What does this traffic sign indicate?,Dircetion,unsupported_or_ambiguous_identity_answer,
img_0100.jpg,,,no_direct_identity_question,
img_0102.jpg,,,no_direct_identity_question,
img_0103.jpg,,,no_direct_identity_question,
img_0104.jpg,,,no_direct_identity_question,
img_0105.jpg,,,no_direct_identity_question,
img_0106.jpg,What does this traffic sign indicate?,Dircetion,unsupported_or_ambiguous_identity_answer,
img_0107.jpg,What does this traffic sign indicate?,Directions,unsupported_or_ambiguous_identity_answer,
img_0108.jpg,What does this traffic sign indicate?,Directions,unsupported_or_ambiguous_identity_answer,
img_0109.jpg,What does this traffic sign indicate?,Directions,unsupported_or_ambiguous_identity_answer,
img_0110.jpg,What does this traffic sign indicate?,Location of IndianOil Filling Station,unsupported_or_ambiguous_identity_answer,
img_0111.jpg,What does this traffic sign indicate?,Go slow,unsupported_or_ambiguous_identity_answer,
img_0112.jpg,What does this traffic sign indicate?,Steep Ascent,class_below_viability_threshold,steep_ascent
img_0113.jpg,What does this traffic sign indicate?,Location of IndianOil Filling Station,unsupported_or_ambiguous_identity_answer,
img_0114.jpg,What does this traffic sign indicate?,Dircetion,unsupported_or_ambiguous_identity_answer,
img_0115.jpg,What does this traffic sign indicate?,Dircetion,unsupported_or_ambiguous_identity_answer,
img_0116.jpg,What does this traffic sign indicate?,Dircetion,unsupported_or_ambiguous_identity_answer,
img_0117.jpg,What does this traffic sign indicate?,Directions,unsupported_or_ambiguous_identity_answer,
img_0118.jpg,What does this traffic sign indicate?,End of Dual Carriageway,unsupported_or_ambiguous_identity_answer,
img_0119.jpg,what does this traffic sign indicate?,Staggered Intersection,class_below_viability_threshold,staggered_junction
img_0120.jpg,What does this traffic sign indicate?,Intersection,unsupported_or_ambiguous_identity_answer,
img_0121.jpg,What does this traffic sign indicate?,Intersection,unsupported_or_ambiguous_identity_answer,
img_0122.jpg,What does this traffic sign indicate?,Accident black spot / Accident-prone area,unsupported_or_ambiguous_identity_answer,
img_0124.jpg,What does this traffic sign indicate?,Left reverse bend,unsupported_or_ambiguous_identity_answer,
img_0125.jpg,,,no_direct_identity_question,
img_0128.jpg,What does this traffic sign indicate?,Go straight,unsupported_or_ambiguous_identity_answer,
img_0129.jpg,What does this traffic sign indicate?,Road Closed,unsupported_or_ambiguous_identity_answer,
img_0132.jpg,What does this traffic sign indicate?,Narrow bridge,class_below_viability_threshold,narrow_bridge
img_0133.jpg,What does this traffic sign indicate?,Narrow bridge,class_below_viability_threshold,narrow_bridge
img_0134.jpg,What does this traffic sign indicate?,Directions,unsupported_or_ambiguous_identity_answer,
img_0137.jpg,What does this traffic sign indicate?,Start of Dual Carriageway,unsupported_or_ambiguous_identity_answer,
img_0139.jpg,What does this traffic sign indicate?,Directions,unsupported_or_ambiguous_identity_answer,
img_0142.jpg,What does this traffic sign indicate?,Temple Ahead,unsupported_or_ambiguous_identity_answer,
img_0146.jpg,What does this traffic sign indicate?,Hospital,unsupported_or_ambiguous_identity_answer,
img_0147.jpg,What does this traffic sign indicate?,No horn,class_below_viability_threshold,horn_prohibited
img_0149.jpg,what does this traffic sign indicate?,Speed,class_below_viability_threshold,maximum_speed_limit_20_km_h
img_0153.jpg,What does this traffic sign indicate?,Directions,unsupported_or_ambiguous_identity_answer,
img_0156.jpg,What does this traffic sign indicate?,Road-widening,unsupported_or_ambiguous_identity_answer,
img_0159.jpg,what does this traffic sign indicate?,Speed Limit,class_below_viability_threshold,maximum_speed_limit_60_km_h
img_0160.jpg,What does this traffic sign indicate?,Toilets and Drinking Water facilities ahead,unsupported_or_ambiguous_identity_answer,
img_0161.jpg,,,no_direct_identity_question,
img_0163.jpg,what does this traffic sign indicate?,Speed Limit,class_below_viability_threshold,maximum_speed_limit_60_km_h
img_0169.jpg,What does this traffic sign indicate?,Truck Lay-by,class_below_viability_threshold,truck_lay_by
img_0171.jpg,What does this traffic sign indicate?,Weigh Bridge ahead,unsupported_or_ambiguous_identity_answer,
img_0172.jpg,,,no_direct_identity_question,
img_0176.jpg,What does this traffic sign indicate?,Go slow,unsupported_or_ambiguous_identity_answer,
img_0179.jpg,,,no_direct_identity_question,
img_0182.jpg,,,no_direct_identity_question,
img_0184.jpg,What does this traffic sign indicate?,Directions,unsupported_or_ambiguous_identity_answer,
img_0192.jpg,What does this traffic sign indicate?,Highway,unsupported_or_ambiguous_identity_answer,
img_0195.jpg,what does this traffic sign indicate?,Right-turn,unsupported_or_ambiguous_identity_answer,
img_0197.jpg,what does this traffic sign indicate?,side road left,class_below_viability_threshold,side_road_left
img_0200.jpg,What does this traffic sign indicate?,Right reverse bend,unsupported_or_ambiguous_identity_answer,
img_0202.jpg,,,no_direct_identity_question,
img_0203.jpg,What does this traffic sign indicate?,No stopping,class_below_viability_threshold,no_stopping
img_0204.jpg,,,no_direct_identity_question,
img_0205.jpg,,,no_direct_identity_question,
img_0206.jpg,,,no_direct_identity_question,
img_0208.jpg,,,no_direct_identity_question,
img_0209.jpg,What does this traffic sign indicate?,Dircetion,unsupported_or_ambiguous_identity_answer,
img_0211.jpg,,,no_direct_identity_question,
img_0212.jpg,,,no_direct_identity_question,
img_0213.jpg,,,no_direct_identity_question,
img_0214.jpg,,,no_direct_identity_question,
img_0215.jpg,,,no_direct_identity_question,
img_0216.jpg,,,no_direct_identity_question,
img_0217.jpg,,,no_direct_identity_question,
img_0218.jpg,,,no_direct_identity_question,
img_0219.jpg,,,no_direct_identity_question,
